feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,fraudulent
0.9004291974258325,0.5851617890051919,-0.4764503599133144,0.5785874739694499,1.2680574943299125,0.45173711450597503,0.603830561741209,-0.8190167034303247,0.6399261327921627,0.9019457976383051,0
-0.07488395132816408,-1.2858990028584254,0.37832000332952714,-0.08203249836013543,0.9079589914722371,0.020034576182520913,0.9024559010073833,0.5145022433222013,-0.00039809144873212876,0.3031793412442891,0
0.8679741102294082,0.8303649853600057,0.3114395724162,0.674121542443282,-0.6751559213772194,2.261619236034037,-0.8686114936082205,0.8229432128670149,-1.1530034269948073,-0.8277290137092616,0
1.2642905207183932,-0.05266110547592621,0.23151407970903726,0.4237517740548702,-0.9666754025078177,0.15314048494415325,-0.06089841431302329,-0.9425922919567589,-0.7444043700063006,-0.4991924988791469,0
1.2332561161801716,1.6870708457566495,1.4926331461110534,0.05968175748694531,-0.1761718295279325,2.2377771587233934,-0.33347484806036504,1.5217743143656564,-1.2475333443526397,0.5077281794250594,0
-0.017801953013896695,-0.2867655956053874,0.0911195607360629,-0.6361420289457035,-0.15229542454350378,0.3383415235024926,0.4352985225012839,-0.25960275476863437,0.6847002690738616,0.9310481805349923,0
1.1134263580794752,-0.8132952256298671,-0.9419759741592341,0.8164872484110642,-2.0231798542892316,-1.0457594344026253,-0.6330014724507018,-0.25729735293211325,-0.5035826059632591,-1.63439572008132,0
0.8077302924859477,0.9741780819121966,0.012203135567388643,0.8212838846492483,-0.36864946606340976,-0.24675224101177232,-0.30963019962568017,1.706770177794063,-0.967280354577151,-1.056422183212141,0
-1.0426170573201945,-1.675203624537333,0.42091727760291825,-1.4599559577703598,-1.351615854426895,-1.6170371587581214,-0.011806905900710337,-1.1047676916388247,0.5192643019103044,0.474607013830113,0
-1.4057062670522043,1.345293091942467,0.4720212898387734,-1.235829947735258,-1.396130822022726,-0.3146522443160211,-1.4777016382007082,1.375032862027633,0.10138062712373176,0.27234542492950337,0
0.08979609582553666,-0.7959593355085615,0.5598189296608592,-0.17695180600459476,-1.196883928779085,0.8055723728266186,-0.6920856240004716,-0.5416293754945771,-0.8228808231527296,-0.5841493738208517,0
0.3817940049723252,0.15866272580111415,0.3651007402158577,-0.5440845495826558,-2.0619213309905375,-0.4598279747249505,-0.5783802567978337,-0.43329058446179247,-0.3674499650248008,-0.253597880838301,0
